Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,PolicyNumber,RepNumber,Deductible,DriverRating,PoliceReportFiled,WitnessPresent,AgentType,BasePolicy,Fraud_Found
Oct,1,Monday,Pontiac,Urban,Wednesday,Oct,2,Male,Married,37,Policy Holder,Sedan - Liability,Sport,8871,2,400,2,No,No,External,Liability,0
Jul,2,Tuesday,Honda,Urban,Tuesday,Jul,2,Female,Married,43,Policy Holder,Sedan - Collision,Sedan,8872,1,400,4,No,No,External,Collision,0
Jul,3,Thursday,Honda,Urban,Thursday,Jul,3,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,8873,7,400,2,No,No,External,Collision,0
Dec,4,Tuesday,Toyota,Urban,Thursday,Jan,1,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,8874,1,400,2,No,No,External,Collision,1
Oct,3,Wednesday,Mazda,Urban,Wednesday,Oct,3,Female,Married,37,Policy Holder,Sedan - Liability,Sport,8875,15,500,1,No,No,External,Liability,0
Dec,4,Tuesday,Honda,Urban,Friday,Jan,1,Male,Married,46,Policy Holder,Sport - Collision,Sport,8876,7,400,4,No,No,External,Collision,1
Oct,2,Wednesday,Honda,Urban,Thursday,Oct,4,Female,Single,19,Policy Holder,Sedan - Collision,Sedan,8877,15,400,3,Yes,No,External,Collision,0
Dec,5,Wednesday,Pontiac,Rural,Wednesday,Jan,1,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,8878,8,400,1,No,No,External,All Perils,1
Feb,1,Wednesday,Honda,Urban,Thursday,Feb,1,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,8879,9,400,2,No,No,External,Collision,0
Nov,1,Saturday,Mazda,Urban,Friday,Feb,4,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,8880,13,400,3,No,No,External,Collision,0
Dec,5,Wednesday,Honda,Urban,Friday,Jan,2,Male,Single,29,Third Party,Sedan - Collision,Sedan,8881,4,400,2,No,No,External,Collision,0
Sep,2,Friday,Pontiac,Urban,Wednesday,Sep,3,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,8882,2,400,4,No,No,External,All Perils,0
Jun,2,Friday,Toyota,Urban,Monday,Jun,2,Male,Married,46,Policy Holder,Sedan - Liability,Sport,8883,3,400,4,No,No,External,Liability,0
Jun,1,Saturday,Mazda,Urban,Tuesday,Jun,1,Male,Married,80,Policy Holder,Sedan - Liability,Sport,8884,4,400,4,No,No,External,Liability,0
Jun,1,Thursday,Chevrolet,Urban,Monday,Jun,1,Male,Single,55,Policy Holder,Sedan - Liability,Sport,8885,1,400,2,No,No,External,Liability,0
May,4,Tuesday,Honda,Urban,Wednesday,May,4,Male,Single,45,Third Party,Sedan - All Perils,Sedan,8886,9,400,4,No,No,External,All Perils,0
Nov,3,Thursday,Pontiac,Urban,Tuesday,Nov,4,Male,Married,48,Policy Holder,Sedan - Liability,Sport,8887,10,400,1,No,No,External,Liability,0
Dec,5,Wednesday,Accura,Urban,Tuesday,Jan,1,Male,Married,46,Third Party,Sedan - All Perils,Sedan,8888,10,400,2,No,No,External,All Perils,0
Sep,1,Tuesday,Pontiac,Urban,Thursday,Sep,2,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,8889,2,400,2,No,No,External,Collision,0
Sep,1,Saturday,VW,Rural,Monday,Sep,1,Male,Single,26,Third Party,Sedan - Liability,Sport,8890,14,400,1,No,No,External,Liability,0
May,4,Monday,Pontiac,Urban,Monday,May,5,Male,Married,46,Third Party,Sedan - Collision,Sedan,8891,13,400,3,No,No,External,Collision,0
May,1,Thursday,Honda,Rural,Thursday,May,1,Male,Married,36,Policy Holder,Sedan - Liability,Sport,8892,3,400,4,No,No,External,Liability,0
Apr,1,Friday,Honda,Rural,Wednesday,Apr,1,Male,Single,0,Policy Holder,Sedan - Liability,Sport,8893,6,400,1,No,No,External,Liability,0
Mar,5,Tuesday,Pontiac,Urban,Thursday,Apr,2,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,8894,9,400,1,No,No,External,Collision,0
Mar,2,Wednesday,Saab,Urban,Friday,Mar,2,Male,Married,57,Third Party,Sedan - Collision,Sedan,8895,3,400,3,No,No,External,Collision,0
Dec,3,Saturday,Ford,Urban,Tuesday,Dec,3,Male,Married,79,Policy Holder,Sedan - All Perils,Sedan,8896,15,400,2,No,No,External,All Perils,0
Nov,1,Monday,Chevrolet,Urban,Friday,Nov,2,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,8897,8,400,2,No,No,External,All Perils,0
Nov,1,Monday,Toyota,Urban,Monday,Nov,1,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,8898,5,400,1,No,No,External,Collision,0
Sep,2,Monday,Mazda,Urban,Wednesday,Sep,2,Male,Single,23,Policy Holder,Sedan - Liability,Sport,8899,5,400,4,No,No,External,Liability,0
Apr,4,Thursday,Pontiac,Urban,Monday,May,2,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,8900,2,400,2,No,No,External,Collision,0
Apr,3,Monday,Honda,Urban,Monday,Apr,3,Male,Married,38,Policy Holder,Sedan - Liability,Sport,8901,5,400,1,No,No,External,Liability,0
Mar,4,Sunday,Pontiac,Urban,Monday,Apr,1,Male,Married,56,Third Party,Sedan - All Perils,Sedan,8902,6,400,2,No,No,External,All Perils,0
Mar,3,Friday,Mazda,Urban,Tuesday,Mar,4,Male,Single,21,Third Party,Sedan - Collision,Sedan,8903,8,400,2,No,No,External,Collision,0
Mar,3,Wednesday,Mazda,Urban,Wednesday,Mar,3,Male,Married,42,Policy Holder,Sedan - Liability,Sport,8904,2,400,1,No,No,External,Liability,0
Oct,3,Sunday,Toyota,Urban,Monday,Oct,3,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,8905,8,400,2,No,No,External,Collision,0
Oct,3,Monday,Chevrolet,Urban,Tuesday,Oct,3,Male,Married,44,Third Party,Sedan - All Perils,Sedan,8906,14,400,3,No,No,External,All Perils,0
Oct,2,Tuesday,Chevrolet,Urban,Tuesday,Oct,2,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,8907,16,400,4,No,No,External,Collision,0
Sep,4,Sunday,Mazda,Urban,Wednesday,Sep,5,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,8908,9,400,1,No,No,External,Collision,0
Sep,4,Wednesday,Pontiac,Urban,Tuesday,Sep,4,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,8909,4,400,4,No,No,External,Collision,0
Sep,3,Tuesday,Mazda,Urban,Tuesday,Sep,4,Male,Single,34,Policy Holder,Sedan - Liability,Sport,8910,7,400,4,No,No,External,Liability,0
Aug,2,Thursday,Toyota,Rural,Friday,Aug,2,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,8911,7,400,2,No,No,External,Collision,0
May,4,Monday,Ford,Urban,Tuesday,May,4,Male,Married,49,Policy Holder,Utility - All Perils,Utility,8912,3,400,4,No,No,External,All Perils,0
Apr,3,Wednesday,Honda,Urban,Friday,Apr,4,Male,Married,41,Third Party,Sedan - Collision,Sedan,8913,7,400,4,No,No,External,Collision,0
Apr,3,Wednesday,Mazda,Urban,Tuesday,Apr,4,Female,Single,35,Third Party,Sedan - Collision,Sedan,8914,6,400,4,No,No,External,Collision,0
Apr,4,Thursday,Honda,Urban,Monday,Apr,4,Male,Single,0,Policy Holder,Sedan - Liability,Sport,8915,9,400,3,No,No,External,Liability,0
Mar,3,Monday,VW,Urban,Thursday,Mar,4,Male,Married,42,Policy Holder,Sedan - Liability,Sport,8916,14,400,4,No,No,External,Liability,0
Mar,2,Sunday,Mazda,Urban,Wednesday,Mar,4,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,8917,11,400,1,No,No,External,Collision,0
Mar,3,Monday,Honda,Urban,Monday,Apr,2,Male,Single,0,Policy Holder,Sedan - Liability,Sport,8918,2,400,1,No,No,External,Liability,0
Mar,2,Saturday,Pontiac,Urban,Friday,Mar,3,Male,Married,28,Third Party,Sedan - Collision,Sedan,8919,3,400,3,No,No,External,Collision,0
Nov,1,Thursday,Pontiac,Urban,Thursday,Nov,1,Male,Married,27,Policy Holder,Sedan - Liability,Sport,8920,10,400,4,No,No,Internal,Liability,0
Nov,1,Thursday,Pontiac,Rural,Thursday,Nov,1,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,8921,4,400,4,No,No,External,Collision,0
Jul,2,Friday,Toyota,Urban,Friday,Jul,2,Male,Single,38,Policy Holder,Sedan - All Perils,Sedan,8922,16,400,4,No,No,External,All Perils,0
Jul,1,Thursday,Chevrolet,Urban,Friday,Jul,3,Male,Married,41,Policy Holder,Sedan - Liability,Sport,8923,16,400,4,No,No,External,Liability,0
Dec,5,Thursday,Ford,Urban,Monday,Jan,1,Male,Married,32,Third Party,Sedan - Collision,Sedan,8924,7,400,4,No,No,External,Collision,0
Jul,1,Wednesday,Pontiac,Urban,Friday,Jul,2,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,8925,2,400,1,No,No,External,Collision,0
Jun,3,Tuesday,Pontiac,Urban,Thursday,Jul,1,Male,Married,36,Policy Holder,Sedan - Liability,Sport,8926,8,500,1,No,No,External,Liability,0
May,2,Tuesday,Pontiac,Urban,Wednesday,May,2,Male,Single,33,Policy Holder,Sedan - Liability,Sport,8927,4,400,4,No,No,External,Liability,0
May,1,Monday,Honda,Urban,Tuesday,May,1,Female,Married,31,Third Party,Sedan - All Perils,Sedan,8928,1,400,3,No,No,External,All Perils,0
May,1,Tuesday,Ford,Urban,Monday,May,2,Female,Single,26,Policy Holder,Sedan - Collision,Sedan,8929,10,400,1,No,No,External,Collision,0
Oct,5,Saturday,Mercury,Urban,Thursday,Nov,2,Male,Married,63,Policy Holder,Utility - All Perils,Utility,8930,6,400,1,No,No,External,All Perils,0
Oct,4,Friday,Honda,Urban,Monday,Oct,4,Male,Married,32,Policy Holder,Sport - Collision,Sport,8931,1,400,3,No,No,External,Collision,0
Oct,3,Wednesday,Mazda,Urban,Wednesday,Oct,3,Female,Married,47,Policy Holder,Sedan - Collision,Sedan,8932,5,400,1,No,No,External,Collision,0
Aug,3,Tuesday,Mazda,Urban,Wednesday,Aug,3,Male,Married,34,Third Party,Sedan - Collision,Sedan,8933,3,400,1,No,No,External,Collision,0
Aug,3,Monday,Mazda,Urban,Thursday,Sep,4,Female,Married,28,Policy Holder,Sedan - Collision,Sedan,8934,7,400,4,No,No,External,Collision,0
Jun,3,Tuesday,Pontiac,Urban,Tuesday,Jun,3,Male,Married,50,Third Party,Sedan - All Perils,Sedan,8935,5,400,4,No,No,External,All Perils,0
Jun,3,Tuesday,Mazda,Urban,Tuesday,Jun,3,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,8936,13,400,1,No,No,External,Collision,0
May,4,Thursday,Honda,Urban,Monday,May,5,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,8937,10,400,4,No,No,External,All Perils,0
May,2,Friday,Accura,Urban,Thursday,May,4,Male,Married,47,Policy Holder,Utility - All Perils,Utility,8938,11,400,4,No,No,External,All Perils,0
May,2,Monday,Toyota,Urban,Tuesday,May,2,Male,Married,26,Third Party,Sedan - Collision,Sedan,8939,11,400,3,No,No,External,Collision,0
May,2,Tuesday,Pontiac,Urban,Wednesday,Jun,1,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,8940,13,400,1,No,No,External,Collision,0
Apr,1,Wednesday,Honda,Urban,Thursday,Apr,2,Female,Single,26,Policy Holder,Sedan - Liability,Sport,8941,7,400,4,No,No,External,Liability,0
Apr,1,Tuesday,Chevrolet,Urban,Wednesday,Apr,1,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,8942,5,400,1,No,No,External,Collision,0
Mar,5,Monday,Chevrolet,Urban,Tuesday,Apr,1,Male,Married,31,Policy Holder,Utility - All Perils,Utility,8943,9,400,2,No,No,External,All Perils,0
Jul,3,Saturday,Mazda,Urban,Monday,Jul,3,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,8944,15,400,4,No,No,External,Collision,0
Jul,3,Friday,Pontiac,Rural,Monday,Jul,3,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,8945,2,400,4,No,No,External,Collision,0
Mar,2,Friday,Pontiac,Rural,Friday,Mar,2,Male,Married,47,Third Party,Sedan - All Perils,Sedan,8946,11,400,4,No,No,External,All Perils,0
Mar,2,Sunday,Pontiac,Urban,Monday,Apr,1,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,8947,11,400,4,No,No,External,Collision,0
Mar,2,Wednesday,VW,Urban,Thursday,Mar,2,Male,Married,30,Policy Holder,Sedan - Liability,Sport,8948,9,400,3,No,No,External,Liability,0
Feb,4,Saturday,Mazda,Rural,Tuesday,Mar,2,Male,Married,36,Policy Holder,Sedan - Liability,Sport,8949,9,400,1,No,No,Internal,Liability,0
Feb,4,Saturday,Honda,Urban,Wednesday,Mar,1,Male,Married,36,Third Party,Sedan - Collision,Sedan,8950,1,400,4,No,No,External,Collision,0
Jul,1,Monday,Toyota,Urban,Thursday,Jun,5,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,8951,4,400,1,No,No,External,Collision,0
Oct,4,Friday,Pontiac,Urban,Thursday,Nov,4,Female,Married,29,Policy Holder,Sedan - Liability,Sport,8952,7,400,2,No,No,External,Liability,0
Jan,3,Wednesday,Toyota,Urban,Wednesday,Jan,3,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,8953,11,400,1,No,No,External,Collision,0
Feb,1,Friday,Mazda,Urban,Tuesday,Feb,2,Male,Married,78,Policy Holder,Sedan - Liability,Sport,8954,4,400,4,No,No,External,Liability,0
Feb,1,Sunday,Mazda,Rural,Thursday,Feb,2,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,8955,8,400,4,No,No,External,Collision,0
Dec,5,Friday,Mazda,Rural,Monday,Jan,1,Male,Married,26,Third Party,Sedan - All Perils,Sedan,8956,5,400,3,Yes,No,External,All Perils,0
Feb,2,Saturday,Pontiac,Urban,Tuesday,Feb,3,Male,Married,45,Policy Holder,Sedan - Liability,Sport,8957,7,400,4,No,No,External,Liability,0
Feb,3,Monday,Pontiac,Urban,Tuesday,Mar,2,Male,Married,41,Third Party,Sedan - All Perils,Sedan,8958,14,400,2,No,No,External,All Perils,0
Feb,3,Monday,Chevrolet,Urban,Wednesday,Mar,1,Male,Married,36,Policy Holder,Sedan - Liability,Sport,8959,11,400,1,No,No,External,Liability,0
Dec,5,Friday,Toyota,Urban,Wednesday,Jan,2,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,8960,10,400,4,No,No,External,All Perils,1
Feb,4,Thursday,Accura,Urban,Thursday,Feb,4,Male,Married,47,Third Party,Sedan - Liability,Sport,8961,11,400,4,No,No,External,Liability,0
Feb,5,Monday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,65,Third Party,Sedan - All Perils,Sedan,8962,8,400,1,No,No,External,All Perils,0
Mar,1,Friday,Toyota,Urban,Tuesday,Mar,2,Male,Married,30,Policy Holder,Sedan - Liability,Sport,8963,14,400,2,No,No,External,Liability,0
Dec,5,Friday,Honda,Urban,Tuesday,Jan,1,Male,Married,62,Policy Holder,Sedan - All Perils,Sedan,8964,10,400,1,No,No,External,All Perils,1
Mar,1,Saturday,Pontiac,Rural,Friday,Mar,3,Female,Single,33,Policy Holder,Sedan - Liability,Sport,8965,4,400,2,No,No,External,Liability,0
Mar,4,Monday,Honda,Urban,Wednesday,Mar,4,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,8966,2,400,1,No,No,External,All Perils,0
Apr,1,Saturday,Chevrolet,Urban,Tuesday,Apr,3,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,8967,1,400,1,No,No,External,Collision,0
Dec,5,Friday,Mazda,Rural,Wednesday,Jan,1,Male,Married,40,Third Party,Sedan - Collision,Sedan,8968,4,400,4,No,No,External,Collision,0
Apr,2,Tuesday,Pontiac,Rural,Tuesday,Apr,3,Female,Single,41,Policy Holder,Sedan - Collision,Sedan,8969,6,400,4,No,No,External,Collision,0
Apr,3,Thursday,Ford,Urban,Tuesday,Apr,3,Male,Married,60,Policy Holder,Sedan - All Perils,Sedan,8970,10,400,3,No,No,External,All Perils,0
Jun,2,Tuesday,Chevrolet,Urban,Tuesday,Jun,2,Male,Married,64,Third Party,Sedan - Liability,Sport,8971,9,400,4,No,No,External,Liability,0
Jun,1,Sunday,Toyota,Urban,Wednesday,Jun,3,Male,Married,39,Third Party,Sedan - All Perils,Sedan,8972,2,400,3,No,No,External,All Perils,0
Jun,2,Thursday,Toyota,Urban,Friday,Jun,2,Female,Married,31,Third Party,Sedan - Liability,Sport,8973,12,400,2,No,No,External,Liability,0
Jul,2,Tuesday,Toyota,Rural,Tuesday,Jul,3,Male,Single,26,Third Party,Sedan - Collision,Sedan,8974,2,400,4,No,No,External,Collision,0
Jul,2,Sunday,Mazda,Urban,Monday,Jul,2,Male,Single,30,Third Party,Sport - Collision,Sport,8975,16,400,4,No,No,External,Collision,0
Sep,4,Saturday,Chevrolet,Urban,Wednesday,Sep,5,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,8976,10,400,1,No,No,External,All Perils,0
Jan,5,Monday,Chevrolet,Urban,Wednesday,Feb,1,Male,Married,63,Policy Holder,Sedan - Liability,Sport,8977,6,500,2,No,No,External,Liability,0
Feb,1,Thursday,Mazda,Urban,Thursday,Feb,1,Male,Married,50,Third Party,Sedan - Collision,Sedan,8978,1,400,3,No,No,External,Collision,0
Dec,5,Friday,Pontiac,Urban,Wednesday,Jan,3,Male,Married,59,Third Party,Sedan - All Perils,Sedan,8979,14,400,1,No,No,External,All Perils,0
Feb,3,Wednesday,Honda,Urban,Monday,Feb,3,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,8980,6,400,2,No,No,External,Collision,0
Dec,5,Friday,Honda,Urban,Thursday,Jan,1,Male,Married,63,Third Party,Sport - Collision,Sport,8981,11,400,4,No,No,External,Collision,0
Feb,4,Saturday,Chevrolet,Urban,Friday,Mar,1,Male,Married,40,Policy Holder,Sedan - Liability,Sport,8982,14,400,4,No,No,External,Liability,0
Feb,4,Sunday,Toyota,Rural,Monday,Mar,1,Male,Married,52,Policy Holder,Sedan - Liability,Sport,8983,5,400,4,No,No,External,Liability,0
Feb,5,Tuesday,Pontiac,Urban,Tuesday,Feb,5,Male,Married,31,Policy Holder,Sedan - Liability,Sport,8984,11,400,2,No,No,External,Liability,0
Mar,1,Wednesday,Chevrolet,Urban,Friday,Mar,1,Male,Married,36,Policy Holder,Utility - Collision,Utility,8985,10,400,4,No,No,External,Collision,0
Mar,1,Friday,Toyota,Urban,Friday,Mar,1,Male,Single,30,Policy Holder,Sedan - Liability,Sport,8986,14,400,2,No,No,External,Liability,0
Mar,1,Saturday,Mazda,Urban,Monday,Mar,1,Female,Single,30,Third Party,Sedan - Collision,Sedan,8987,1,400,1,No,No,External,Collision,0
Mar,2,Sunday,Toyota,Urban,Tuesday,Mar,3,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,8988,1,400,4,No,No,External,Collision,0
Mar,3,Sunday,Mazda,Urban,Wednesday,Mar,4,Male,Married,47,Third Party,Sedan - All Perils,Sedan,8989,16,400,4,No,No,External,All Perils,0
Apr,2,Saturday,Mazda,Urban,Monday,Apr,2,Male,Married,55,Third Party,Sedan - All Perils,Sedan,8990,8,400,4,No,No,External,All Perils,0
May,3,Sunday,Honda,Rural,Monday,May,3,Male,Married,53,Policy Holder,Sedan - Liability,Sport,8991,10,700,2,Yes,No,External,Liability,0
Jun,3,Thursday,Toyota,Urban,Saturday,Jun,3,Female,Married,55,Third Party,Sedan - All Perils,Sedan,8992,7,400,4,No,No,External,All Perils,0
Jun,4,Friday,Ford,Rural,Monday,Jun,4,Male,Single,40,Policy Holder,Sedan - Liability,Sport,8993,10,400,2,No,No,External,Liability,0
Jun,4,Monday,Toyota,Urban,Monday,Jul,1,Male,Married,43,Third Party,Sedan - Collision,Sedan,8994,9,400,2,No,No,External,Collision,0
Jun,4,Monday,Mazda,Urban,Thursday,Jul,1,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,8995,2,400,3,No,No,External,Collision,0
Jun,5,Thursday,Chevrolet,Urban,Tuesday,Jul,1,Female,Married,38,Policy Holder,Sedan - Collision,Sedan,8996,5,400,4,No,No,External,Collision,0
Jul,1,Saturday,Honda,Urban,Monday,Jul,2,Male,Single,36,Policy Holder,Sedan - Liability,Sport,8997,5,400,4,No,No,Internal,Liability,0
Jul,1,Saturday,Honda,Urban,Monday,Jul,1,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,8998,12,400,3,No,No,External,All Perils,0
Oct,5,Tuesday,Pontiac,Urban,Friday,Nov,1,Male,Married,27,Policy Holder,Sedan - All Perils,Sedan,8999,13,400,4,No,No,External,All Perils,0
Nov,3,Monday,Mazda,Urban,Monday,Nov,3,Female,Married,28,Third Party,Sedan - Collision,Sedan,9000,1,400,2,No,No,External,Collision,0
Oct,5,Tuesday,Toyota,Rural,Friday,Nov,1,Male,Married,45,Third Party,Sedan - Collision,Sedan,9001,15,400,4,No,No,External,Collision,0
Oct,5,Sunday,Mazda,Urban,Wednesday,Nov,3,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,9002,12,400,3,No,No,External,Collision,0
Oct,4,Friday,Toyota,Urban,Monday,Nov,1,Male,Single,28,Third Party,Sedan - Liability,Sport,9003,8,400,1,No,No,External,Liability,0
Jul,5,Monday,Chevrolet,Urban,Tuesday,Aug,1,Female,Married,30,Policy Holder,Sedan - Liability,Sport,9004,15,400,2,No,No,External,Liability,0
Jul,3,Monday,Mazda,Urban,Tuesday,Jul,3,Male,Married,48,Third Party,Sedan - All Perils,Sedan,9005,9,400,1,No,No,External,All Perils,0
Jul,3,Monday,Pontiac,Urban,Tuesday,Jul,3,Male,Married,61,Policy Holder,Sedan - All Perils,Sedan,9006,10,400,1,No,No,External,All Perils,0
Dec,5,Saturday,Pontiac,Rural,Wednesday,Jan,1,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,9007,12,400,2,No,No,External,Collision,1
Jul,1,Wednesday,Pontiac,Urban,Wednesday,Jul,3,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,9008,13,400,1,No,No,External,Collision,0
Dec,5,Saturday,Honda,Urban,Tuesday,Jan,2,Male,Married,51,Third Party,Sedan - Collision,Sedan,9009,16,400,2,No,No,External,Collision,0
Jun,4,Saturday,Chevrolet,Urban,Tuesday,Jul,3,Male,Single,55,Policy Holder,Utility - All Perils,Utility,9010,16,400,2,No,No,External,All Perils,0
Jun,4,Friday,Mazda,Urban,Friday,Jun,4,Male,Married,55,Policy Holder,Sedan - Liability,Sport,9011,7,400,4,No,No,External,Liability,0
Jun,3,Tuesday,Pontiac,Rural,Tuesday,Jun,3,Male,Married,38,Third Party,Sedan - Liability,Sport,9012,16,400,2,No,No,External,Liability,0
Jun,4,Wednesday,Pontiac,Urban,Thursday,Jun,4,Male,Married,56,Policy Holder,Sedan - Liability,Sport,9013,5,400,1,No,No,External,Liability,0
Jun,3,Sunday,Honda,Urban,Monday,Jun,3,Male,Single,34,Third Party,Sedan - Collision,Sedan,9014,8,400,4,No,No,External,Collision,0
Jun,1,Monday,Toyota,Urban,Wednesday,Jun,2,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,9015,15,400,1,No,No,External,Collision,0
May,4,Saturday,Pontiac,Urban,Monday,Jun,3,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,9016,4,400,2,No,No,External,Collision,0
May,3,Wednesday,Honda,Urban,Friday,Jul,3,Female,Single,48,Policy Holder,Sport - Collision,Sport,9017,10,400,2,No,No,External,Collision,0
May,2,Friday,Toyota,Urban,Wednesday,May,3,Male,Married,42,Third Party,Sedan - All Perils,Sedan,9018,15,400,2,No,No,External,All Perils,0
May,2,Sunday,Mazda,Urban,Monday,May,3,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,9019,13,400,4,No,No,External,Collision,0
May,1,Friday,Mazda,Urban,Monday,May,2,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,9020,4,400,1,No,No,External,Collision,0
Apr,1,Sunday,Toyota,Urban,Monday,Apr,1,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,9021,13,400,3,No,No,External,Collision,0
Apr,1,Monday,Mazda,Urban,Thursday,Apr,1,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,9022,9,400,3,No,No,External,Collision,0
Mar,4,Wednesday,Toyota,Urban,Thursday,Mar,4,Female,Single,25,Policy Holder,Sedan - Collision,Sedan,9023,11,400,2,No,No,External,Collision,0
Mar,4,Tuesday,Toyota,Urban,Wednesday,Mar,4,Male,Single,33,Policy Holder,Sedan - Liability,Sport,9024,15,400,1,No,No,External,Liability,0
Mar,3,Sunday,Toyota,Urban,Monday,Mar,3,Male,Married,56,Policy Holder,Sedan - Liability,Sport,9025,5,400,1,No,No,External,Liability,0
Mar,3,Friday,Mazda,Urban,Wednesday,Mar,5,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,9026,15,400,4,No,No,External,Collision,0
Mar,3,Tuesday,Pontiac,Urban,Wednesday,Mar,3,Male,Single,40,Policy Holder,Sedan - Liability,Sport,9027,10,400,1,No,No,External,Liability,0
Mar,3,Wednesday,Toyota,Urban,Friday,Mar,3,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,9028,4,500,4,No,No,External,All Perils,0
Mar,2,Sunday,Pontiac,Urban,Monday,Mar,2,Male,Single,34,Policy Holder,Sedan - Liability,Sport,9029,1,400,1,No,No,External,Liability,0
Jan,1,Sunday,Toyota,Urban,Monday,Jan,3,Female,Divorced,42,Third Party,Sedan - Collision,Sedan,9030,12,400,1,No,No,External,Collision,0
